  0.00000000  -61.74144142
  1.82226613  -61.74144142
  1.82226613  103.42902738
  1.82226613  -61.74144142
  2.73339920  -61.74144142
  2.73339920  103.42902738
  2.73339920  -61.74144142
  3.37766757  -61.74144142
  3.37766757  103.42902738
  3.37766757  -61.74144142
  5.31047267  -61.74144142
  5.31047267  103.42902738
  5.31047267  -61.74144142
  6.88860144  -61.74144142
  6.88860144  103.42902738
  6.88860144  -61.74144142
  8.00450698  -61.74144142
  8.00450698  103.42902738
  8.00450698  -61.74144142
  8.64877535  -61.74144142
  8.64877535  103.42902738
  8.64877535  -61.74144142
  9.93731209  -61.74144142
  9.93731209  103.42902738
  9.93731209  -61.74144142
 11.05321764  -61.74144142
 11.05321764  103.42902738
 11.05321764  -61.74144142
 12.81339156  -61.74144142
 12.81339156  103.42902738
  0.00000000  103.42902738
  0.00000000  -61.74144142
  0.00000000    0.00000000
 12.81339156    0.00000000
